tracking_id,player_id,x,y,game_time
238,9,51.9,24.9,8.2
239,10,64.8,19.0,8.2
240,1,18.2,15.5,8.6
241,2,9.5,16.0,8.6
242,3,16.7,19.0,8.6
243,4,29.1,24.1,8.6
244,5,39.6,30.3,8.6
245,6,75.1,33.2,8.6
246,7,62.4,32.6,8.6
247,8,50.6,30.8,8.6
248,9,52.1,22.0,8.6
249,10,65.1,15.9,8.6
250,1,17.5,15.1,9.0
251,2,9.6,15.3,9.0
252,3,14.8,18.3,9.0
253,4,29.6,23.7,9.0
254,5,38.0,30.1,9.0
255,6,73.8,33.9,9.0
256,7,62.0,33.7,9.0
257,8,51.7,30.7,9.0
258,9,52.6,20.9,9.0
259,10,65.1,17.0,9.0
260,1,17.9,16.0,9.3
261,2,10.6,16.2,9.3
262,3,18.5,19.2,9.3
263,4,34.1,23.3,9.3
264,5,38.1,29.6,9.3
265,6,72.4,35.4,9.3
266,7,59.9,32.8,9.3
267,8,51.1,29.9,9.3
268,9,53.2,22.4,9.3
269,10,69.3,15.0,9.3
270,1,15.9,18.1,9.7
271,2,8.7,13.3,9.7
272,3,18.8,19.5,9.7
273,4,35.6,24.9,9.7
274,5,40.8,30.0,9.7
275,6,73.1,35.4,9.7
276,7,56.4,34.6,9.7
277,8,51.5,28.5,9.7
278,9,54.3,23.2,9.7
279,10,71.2,15.5,9.7
280,1,13.4,15.4,10.0
281,2,10.6,14.7,10.0
282,3,22.2,20.5,10.0
283,4,33.3,27.7,10.0
284,5,40.4,33.4,10.0
285,6,72.0,34.7,10.0
286,7,57.8,35.0,10.0
287,8,49.1,28.7,10.0
288,9,57.1,20.6,10.0
289,10,71.0,16.8,10.0
290,1,11.6,17.1,10.4
291,2,12.6,13.9,10.4
292,3,24.1,18.9,10.4
293,4,36.0,27.1,10.4
294,5,39.0,30.7,10.4
295,6,70.9,33.7,10.4
296,7,54.2,33.9,10.4
297,8,49.5,28.3,10.4
298,9,59.3,19.1,10.4
299,10,70.9,17.4,10.4
300,1,10.0,16.3,10.8
301,2,12.0,16.9,10.8
302,3,25.1,21.2,10.8
303,4,37.2,28.6,10.8
304,5,37.3,32.0,10.8
305,6,68.5,34.2,10.8
306,7,54.4,32.0,10.8
307,8,50.6,25.6,10.8
308,9,61.2,18.6,10.8
309,10,75.2,14.4,10.8
310,1,10.1,13.7,11.1
311,2,11.5,14.6,11.1
312,3,25.8,22.2,11.1
313,4,36.7,26.9,11.1
314,5,38.3,34.4,11.1
315,6,68.3,35.0,11.1
316,7,52.3,30.1,11.1
317,8,49.6,24.2,11.1
318,9,60.2,16.9,11.1
319,10,75.5,14.3,11.1
320,1,12.4,15.3,11.5
321,2,14.7,15.0,11.5
322,3,29.0,21.9,11.5
323,4,40.3,29.1,11.5
324,5,37.3,33.6,11.5
325,6,63.4,33.0,11.5
326,7,53.9,31.0,11.5
327,8,52.8,24.1,11.5
328,9,61.6,18.7,11.5
329,10,74.8,13.7,11.5
330,1,10.5,14.2,11.8
331,2,16.8,15.3,11.8
332,3,29.9,22.9,11.8
333,4,40.4,28.2,11.8
334,5,36.7,33.9,11.8
335,6,63.0,36.1,11.8
336,7,53.5,29.8,11.8
337,8,52.7,24.4,11.8
338,9,65.6,19.6,11.8
339,10,76.2,13.9,11.8
340,1,10.7,13.6,12.2
341,2,14.9,15.6,12.2
342,3,28.5,23.1,12.2
343,4,40.1,29.2,12.2
344,5,34.3,35.2,12.2
345,6,62.3,34.2,12.2
346,7,51.6,31.6,12.2
347,8,54.3,23.7,12.2
348,9,67.0,19.0,12.2
349,10,78.0,15.2,12.2
350,1,10.6,16.7,12.5
351,2,18.7,16.0,12.5
352,3,30.4,23.1,12.5
353,4,40.9,30.8,12.5
354,5,33.5,33.1,12.5
355,6,61.0,34.9,12.5
356,7,52.2,29.4,12.5
357,8,54.0,20.9,12.5
358,9,65.9,16.6,12.5
359,10,78.2,14.0,12.5
360,1,8.6,16.9,12.9
361,2,20.3,18.6,12.9
362,3,35.1,26.7,12.9
363,4,40.7,30.3,12.9
364,5,31.1,35.8,12.9
365,6,58.4,34.4,12.9
366,7,51.8,27.4,12.9
367,8,55.7,22.3,12.9
368,9,69.5,14.8,12.9
369,10,78.9,14.5,12.9
370,1,11.3,16.7,13.3
371,2,20.0,19.7,13.3
372,3,33.9,27.3,13.3
373,4,41.1,32.0,13.3
374,5,31.1,34.2,13.3
375,6,56.3,35.3,13.3
376,7,89.5,3.2,13.3
377,8,58.8,21.7,13.3
378,9,71.3,15.7,13.3
379,10,78.6,14.7,13.3
380,1,12.0,15.9,13.6
381,2,23.0,18.2,13.6
382,3,35.9,27.8,13.6
383,4,39.4,33.0,13.6
384,5,28.6,36.9,13.6
385,6,56.3,32.0,13.6
386,7,48.7,27.5,13.6
387,8,58.2,18.9,13.6
388,9,74.3,17.5,13.6
389,10,79.8,13.9,13.6
390,1,13.1,15.6,14.0
391,2,24.6,20.1,14.0
392,3,36.0,28.2,14.0
393,4,41.0,31.7,14.0
394,5,28.5,34.5,14.0
395,6,56.2,32.6,14.0
396,7,51.8,28.0,14.0
397,8,58.7,21.0,14.0
398,9,73.5,17.3,14.0
399,10,80.0,17.0,14.0
400,1,11.6,15.1,14.3
401,2,25.4,22.6,14.3
402,3,37.6,26.0,14.3
403,4,38.8,32.5,14.3
404,5,27.2,35.1,14.3
405,6,53.4,31.4,14.3
406,7,49.4,26.7,14.3
407,8,61.2,18.2,14.3
408,9,76.0,13.5,14.3
409,10,80.8,16.8,14.3
410,1,14.7,15.8,14.7
411,2,27.6,22.6,14.7
412,3,40.5,28.2,14.7
413,4,35.9,33.6,14.7
414,5,25.6,36.4,14.7
415,6,54.0,31.3,14.7
416,7,51.4,25.0,14.7
417,8,63.6,18.3,14.7
418,9,76.8,13.8,14.7
419,10,79.3,18.2,14.7
420,1,14.1,17.4,15.1
421,2,29.3,23.5,15.1
422,3,40.6,30.4,15.1
423,4,36.2,33.2,15.1
424,5,24.3,35.8,15.1
425,6,53.1,29.1,15.1
426,7,50.4,24.9,15.1
427,8,66.1,20.1,15.1
428,9,78.3,14.8,15.1
429,10,77.3,17.3,15.1
430,1,17.3,16.7,15.4
431,2,30.7,24.3,15.4
432,3,37.8,30.7,15.4
433,4,35.0,33.7,15.4
434,5,20.7,34.7,15.4
435,6,51.3,31.6,15.4
436,7,51.5,22.1,15.4
437,8,67.3,18.1,15.4
438,9,77.0,16.7,15.4
439,10,76.9,16.9,15.4
440,1,16.3,16.5,15.8
441,2,29.7,24.7,15.8
442,3,41.5,30.9,15.8
443,4,33.1,34.2,15.8
444,5,19.7,34.6,15.8
445,6,51.0,29.4,15.8
446,7,53.0,24.3,15.8
447,8,66.4,16.7,15.8
448,9,78.8,14.0,15.8
449,10,77.6,17.9,15.8
450,1,20.4,17.1,16.1
451,2,34.7,24.7,16.1
452,3,39.1,31.0,16.1
453,4,34.1,35.6,16.1
454,5,17.3,34.5,16.1
455,6,50.2,30.8,16.1
456,7,54.1,23.6,16.1
457,8,69.3,16.2,16.1
458,9,79.8,15.5,16.1
459,10,77.3,18.9,16.1
460,1,20.7,19.8,16.5
461,2,34.8,26.5,16.5
462,3,40.5,30.6,16.5
463,4,31.6,35.2,16.5
464,5,18.4,32.1,16.5
465,6,49.2,29.5,16.5
466,7,55.0,20.1,16.5
467,8,70.8,18.2,16.5
468,9,79.9,16.8,16.5
469,10,76.6,17.6,16.5
470,1,23.1,19.0,16.9
471,2,36.8,26.7,16.9
472,3,39.0,30.4,16.9
473,4,32.1,33.5,16.9
474,5,17.8,34.7,16.9
475,6,50.9,29.6,16.9
476,7,59.7,22.1,16.9
477,8,71.7,17.1,16.9
478,9,78.0,15.5,16.9
479,10,73.8,19.9,16.9
480,1,23.8,19.9,17.2
481,2,37.8,28.0,17.2
482,3,37.7,31.3,17.2
483,4,27.0,36.5,17.2
484,5,15.2,34.6,17.2
485,6,49.1,25.4,17.2
486,7,60.4,22.0,17.2
487,8,72.6,15.4,17.2
488,9,78.6,17.3,17.2
489,10,72.0,19.7,17.2
490,1,23.3,21.8,17.6
491,2,36.1,26.9,17.6
492,3,39.3,33.9,17.6
493,4,28.9,34.7,17.6
494,5,14.6,31.0,17.6
495,6,50.3,24.7,17.6
496,7,60.7,19.3,17.6
497,8,76.6,13.6,17.6
498,9,79.3,15.5,17.6
499,10,73.0,21.8,17.6
500,1,24.7,21.6,17.9
501,2,38.5,29.6,17.9
502,3,37.5,32.8,17.9
503,4,24.6,33.4,17.9
504,5,14.2,31.8,17.9
505,6,51.7,26.3,17.9
506,7,62.5,17.2,17.9
507,8,76.9,14.3,17.9
508,9,78.1,16.3,17.9
509,10,68.2,22.0,17.9
510,1,26.9,20.4,18.3
511,2,40.5,27.7,18.3
512,3,35.7,35.3,18.3
513,4,22.0,36.3,18.3
514,5,10.5,29.9,18.3
515,6,50.8,23.6,18.3
516,7,64.5,16.6,18.3
517,8,75.0,16.3,18.3
518,9,78.0,15.7,18.3
519,10,66.9,19.9,18.3
520,1,30.4,22.2,18.6
521,2,40.4,28.9,18.6
522,3,37.3,34.0,18.6
523,4,21.1,34.7,18.6
524,5,13.1,29.1,18.6
525,6,53.6,25.8,18.6
526,7,65.3,17.9,18.6
527,8,79.6,13.3,18.6
528,9,78.5,16.3,18.6
529,10,67.7,22.2,18.6
530,1,32.7,21.2,19.0
531,2,38.1,30.1,19.0
532,3,33.2,33.4,19.0
533,4,21.5,34.7,19.0
534,5,10.0,32.2,19.0
535,6,53.7,23.4,19.0
536,7,67.4,15.9,19.0
537,8,79.4,16.4,19.0
538,9,78.3,18.3,19.0
539,10,66.0,21.9,19.0
540,1,32.5,22.6,19.4
541,2,39.3,30.2,19.4
542,3,33.2,32.9,19.4
543,4,17.0,12.0,19.4
544,5,9.7,28.2,19.4
545,6,56.5,21.0,19.4
546,7,70.1,15.4,19.4
547,8,77.6,16.0,19.4
548,9,77.9,17.9,19.4
549,10,63.7,24.1,19.4
550,1,33.1,22.8,19.7
551,2,39.4,31.5,19.7
552,3,33.4,36.2,19.7
553,4,18.9,35.8,19.7
554,5,10.5,28.4,19.7
555,6,56.2,21.0,19.7
556,7,70.7,15.6,19.7
557,8,78.0,16.4,19.7
558,9,75.2,19.2,19.7
559,10,62.3,25.7,19.7
560,1,36.6,27.0,20.1
561,2,41.0,32.0,20.1
562,3,31.3,33.0,20.1
563,4,18.2,34.9,20.1
564,5,9.1,27.0,20.1
565,6,58.1,20.7,20.1
566,7,71.1,14.3,20.1
567,8,81.4,15.5,20.1
568,9,74.0,17.3,20.1
569,10,60.8,23.4,20.1
570,1,37.1,24.5,20.4
571,2,39.2,31.3,20.4
572,3,29.0,35.8,20.4
573,4,16.5,33.5,20.4
574,5,8.5,25.9,20.4
575,6,57.2,21.3,20.4
576,7,73.6,15.1,20.4
577,8,80.6,15.3,20.4
578,9,73.1,18.3,20.4
579,10,60.0,24.3,20.4
580,1,37.0,25.6,20.8
581,2,39.6,32.4,20.8
582,3,28.4,33.2,20.8
583,4,13.7,33.2,20.8
584,5,8.5,26.1,20.8
585,6,59.0,18.7,20.8
586,7,73.4,15.0,20.8
587,8,78.0,16.5,20.8
588,9,70.5,19.4,20.8
589,10,58.2,26.6,20.8
590,1,39.5,28.5,21.2
591,2,36.4,34.4,21.2
592,3,24.1,33.1,21.2
593,4,14.6,33.7,21.2
594,5,11.3,26.4,21.2
595,6,62.8,19.1,21.2
596,7,74.2,13.5,21.2
597,8,78.9,17.1,21.2
598,9,70.6,21.9,21.2
599,10,57.6,25.8,21.2
600,1,40.2,26.8,21.5
601,2,37.8,33.4,21.5
602,3,24.2,34.2,21.5
603,4,11.5,31.2,21.5
604,5,10.2,25.6,21.5
605,6,61.7,19.0,21.5
606,7,78.2,14.6,21.5
607,8,80.2,17.4,21.5
608,9,70.1,20.1,21.5
609,10,53.4,26.8,21.5
610,1,39.8,29.6,21.9
611,2,36.9,32.5,21.9
612,3,23.9,34.8,21.9
613,4,12.4,32.3,21.9
614,5,12.2,26.4,21.9
615,6,65.3,18.9,21.9
616,7,78.1,16.6,21.9
617,8,79.1,15.1,21.9
618,9,65.3,21.7,21.9
619,10,52.8,27.8,21.9
620,1,37.9,29.2,22.2
621,2,34.6,33.8,22.2
622,3,19.7,36.0,22.2
623,4,9.1,32.2,22.2
624,5,14.6,24.6,22.2
625,6,66.4,17.8,22.2
626,7,78.5,16.2,22.2
627,8,79.6,16.6,22.2
628,9,67.0,23.1,22.2
629,10,52.1,29.2,22.2
630,1,38.6,28.1,22.6
631,2,32.4,35.9,22.6
632,3,19.2,35.3,22.6
633,4,10.4,28.8,22.6
634,5,13.4,23.1,22.6
635,6,67.9,17.5,22.6
636,7,77.7,14.5,22.6
637,8,76.1,17.0,22.6
638,9,63.3,23.6,22.6
639,10,53.0,30.6,22.6
640,1,38.3,28.8,22.9
641,2,33.6,33.7,22.9
642,3,19.4,34.8,22.9
643,4,11.7,31.1,22.9
644,5,14.7,23.1,22.9
645,6,68.1,16.4,22.9
646,7,81.3,15.8,22.9
647,8,75.7,18.1,22.9
648,9,64.3,23.1,22.9
649,10,50.7,31.7,22.9
650,1,41.1,31.7,23.3
651,2,32.6,35.7,23.3
652,3,17.7,34.0,23.3
653,4,10.6,28.5,23.3
654,5,16.3,21.4,23.3
655,6,69.9,15.4,23.3
656,7,81.6,15.0,23.3
657,8,73.8,16.8,23.3
658,9,59.1,26.0,23.3
659,10,49.0,32.2,23.3
660,1,40.9,33.2,23.7
661,2,27.8,34.2,23.7
662,3,16.6,32.0,23.7
663,4,9.6,26.7,23.7
664,5,19.7,22.3,23.7
665,6,74.0,14.8,23.7
666,7,79.7,14.9,23.7
667,8,74.1,17.9,23.7
668,9,58.9,24.6,23.7
669,10,51.2,31.6,23.7
670,1,39.2,31.3,24.0
671,2,29.6,34.8,24.0
672,3,15.8,32.6,24.0
673,4,12.1,29.5,24.0
674,5,19.5,19.8,24.0
675,6,73.4,16.0,24.0
676,7,81.8,16.6,24.0
677,8,73.5,17.9,24.0
678,9,56.9,26.6,24.0
679,10,51.5,32.4,24.0
680,1,5.5,3.0,24.4
681,2,28.0,34.1,24.4
682,3,14.3,31.8,24.4
683,4,12.4,25.3,24.4
684,5,21.1,21.8,24.4
685,6,74.2,15.4,24.4
686,7,79.1,13.7,24.4
687,8,68.9,20.1,24.4
688,9,55.3,28.8,24.4
689,10,49.5,30.8,24.4
690,1,39.5,34.4,24.7
691,2,25.8,36.1,24.7
692,3,11.0,31.4,24.7
693,4,12.6,26.9,24.7
694,5,21.2,20.3,24.7
695,6,76.0,13.4,24.7
696,7,77.8,14.9,24.7
697,8,70.7,20.8,24.7
698,9,56.2,27.5,24.7
699,10,48.6,32.3,24.7
700,1,35.9,31.6,25.1
701,2,23.1,36.1,25.1
702,3,11.4,30.1,25.1
703,4,13.7,25.7,25.1
704,5,22.5,18.9,25.1
705,6,76.3,13.8,25.1
706,7,78.6,16.7,25.1
707,8,66.6,21.0,25.1
708,9,54.7,26.5,25.1
709,10,52.4,31.8,25.1
710,1,35.6,33.9,25.5
711,2,23.6,35.0,25.5
712,3,10.4,31.0,25.5
713,4,13.6,26.5,25.5
714,5,25.3,16.3,25.5
715,6,79.4,14.5,25.5
716,7,79.0,17.1,25.5
717,8,67.0,23.0,25.5
718,9,52.2,27.1,25.5
719,10,51.2,35.2,25.5
720,1,33.2,35.2,25.8
721,2,20.2,35.4,25.8
722,3,11.0,31.8,25.8
723,4,12.2,25.0,25.8
724,5,27.4,17.0,25.8
725,6,77.0,13.8,25.8
726,7,75.5,18.7,25.8
727,8,64.6,24.6,25.8
728,9,52.3,28.5,25.8
729,10,52.6,33.0,25.8
730,1,32.5,35.5,26.2
731,2,20.1,33.7,26.2
732,3,8.6,29.4,26.2
733,4,16.8,24.1,26.2
734,5,30.9,16.8,26.2
735,6,81.3,15.0,26.2
736,7,76.2,19.1,26.2
737,8,62.8,24.7,26.2
738,9,52.2,28.5,26.2
739,10,52.9,35.8,26.2
740,1,32.0,33.9,26.5
741,2,15.8,34.8,26.5
742,3,9.2,29.8,26.5
743,4,16.0,23.3,26.5
744,5,30.0,15.1,26.5
745,6,81.2,14.4,26.5
746,7,77.3,17.0,26.5
747,8,63.3,25.8,26.5
748,9,49.1,31.2,26.5
749,10,52.7,35.9,26.5
750,1,30.9,36.6,26.9
751,2,14.6,34.2,26.9
752,3,11.2,26.8,26.9
753,4,16.1,22.9,26.9
754,5,31.7,16.0,26.9
755,6,80.2,15.5,26.9
756,7,74.6,20.2,26.9
757,8,59.2,25.9,26.9
758,9,50.6,31.4,26.9
759,10,54.0,35.4,26.9
760,1,27.5,33.4,27.3
761,2,15.6,33.4,27.3
762,3,9.8,28.1,27.3
763,4,18.5,20.1,27.3
764,5,33.5,18.0,27.3
765,6,79.1,16.9,27.3
766,7,72.4,17.6,27.3
767,8,59.5,25.5,27.3
768,9,51.7,31.7,27.3
769,10,54.2,35.7,27.3
770,1,28.5,34.3,27.6
771,2,13.1,31.3,27.6
772,3,10.8,28.9,27.6
773,4,22.2,21.4,27.6
774,5,36.5,16.4,27.6
775,6,81.0,15.5,27.6
776,7,69.7,18.4,27.6
777,8,55.4,27.4,27.6
778,9,48.1,32.6,27.6
779,10,56.4,36.2,27.6
780,1,25.6,35.4,28.0
781,2,10.9,31.8,28.0
782,3,13.2,27.4,28.0
783,4,22.6,20.9,28.0
784,5,37.4,13.8,28.0
785,6,81.4,16.3,28.0
786,7,69.3,21.0,28.0
787,8,54.8,28.5,28.0
788,9,51.2,33.4,28.0
789,10,57.2,36.9,28.0
790,1,23.8,36.6,28.3
791,2,10.1,30.6,28.3
792,3,10.4,24.6,28.3
793,4,23.1,20.1,28.3
794,5,36.4,17.1,28.3
795,6,80.7,17.3,28.3
796,7,67.2,21.3,28.3
797,8,54.6,26.1,28.3
798,9,49.5,33.4,28.3
799,10,59.7,33.6,28.3
800,1,24.0,33.5,28.7
801,2,11.7,32.4,28.7
802,3,13.2,26.5,28.7
803,4,25.9,20.0,28.7
804,5,36.1,13.4,28.7
805,6,78.9,16.6,28.7
806,7,67.1,22.6,28.7
807,8,52.9,28.9,28.7
808,9,50.8,34.2,28.7
809,10,60.6,36.7,28.7
810,1,20.9,36.0,29.0
811,2,11.4,30.3,29.0
812,3,11.9,22.8,29.0
813,4,26.8,18.1,29.0
814,5,37.4,15.5,29.0
815,6,76.9,17.5,29.0
816,7,66.1,23.5,29.0
817,8,54.3,27.5,29.0
818,9,50.8,34.2,29.0
819,10,62.0,34.6,29.0
820,1,18.3,33.6,29.4
821,2,8.6,29.6,29.4
822,3,14.4,24.2,29.4
823,4,27.8,19.1,29.4
824,5,37.9,14.3,29.4
825,6,76.9,16.3,29.4
826,7,64.4,22.9,29.4
827,8,51.6,29.7,29.4
828,9,51.4,32.4,29.4
829,10,66.3,34.5,29.4
830,1,19.5,33.2,29.8
831,2,9.4,27.9,29.8
832,3,16.2,24.5,29.8
833,4,31.1,17.0,29.8
834,5,39.9,16.4,29.8
835,6,75.1,19.1,29.8
836,7,62.5,24.7,29.8
837,8,50.3,30.0,29.8
838,9,53.4,33.3,29.8
839,10,66.6,32.5,29.8
840,1,16.5,35.1,30.1
841,2,9.1,31.2,30.1
842,3,18.1,20.8,30.1
843,4,33.6,16.3,30.1
844,5,41.1,14.4,30.1
845,6,76.2,19.0,30.1
846,7,59.0,24.3,30.1
847,8,50.5,29.0,30.1
848,9,52.6,34.0,30.1
849,10,67.6,33.8,30.1
850,1,15.5,33.8,30.5
851,2,9.5,28.9,30.5
852,3,17.6,23.6,30.5
853,4,34.2,15.5,30.5
854,5,39.3,16.5,30.5
855,6,73.1,19.4,30.5
856,7,57.8,26.3,30.5
857,8,49.6,32.2,30.5
858,9,57.3,35.2,30.5
859,10,70.6,34.5,30.5
860,1,14.8,31.5,30.8
861,2,10.3,29.8,30.8
862,3,21.3,22.2,30.8
863,4,34.7,16.9,30.8
864,5,40.3,14.0,30.8
865,6,72.3,19.5,30.8
866,7,58.8,24.2,30.8
867,8,50.7,30.0,30.8
868,9,58.2,33.4,30.8
869,10,68.8,32.5,30.8
870,1,11.5,33.7,31.2
871,2,10.6,28.2,31.2
